symbol,personality,trades,expectancy,median_ret,win,avg_win,avg_loss,edge,strat_cagr,bh_cagr,beta,vol_ann,ER,autocorr1,last_px,dollar_vol
LITE,Erratic/Manipulated,128,0.390714123226303,0.042320120592575,55.46875,0.7869329554400942,-0.1028216151452614,-0.0981524581224579,0.4224802873611768,0.5206327454836348,1.6439741212359589,0.5777940275398027,0.2481904679989905,-0.0598958559899033,850.0,82184808.53729248
STX,Erratic/Manipulated,130,0.2407864985129678,0.014806244595984,52.307692307692314,0.5417156266276875,-0.0892648032902732,-0.2714484872919216,0.4300937188012677,0.7015422060931893,1.2903495455793543,0.4380437169902582,0.2628094274784109,0.0288571471676791,1070.22998046875,196299061.8408203
DELL,Erratic/Manipulated,118,0.1887091375685785,0.0176762069611089,51.69491525423729,0.4557956913834373,-0.0971203323034632,-0.0492620194193764,0.5047326345701446,0.5539946539895211,1.3711218728881427,0.4810984069356869,0.2485024011140834,0.0411661023213396,409.5,293480533.56383514
GEO,Erratic/Manipulated,126,0.1868457424787455,0.0247902278323942,55.55555555555556,0.4417988914305721,-0.1318456937110377,0.1650234852568484,0.3887632549788873,0.2237397697220389,0.8198201026846134,0.5527829157208922,0.2372023210076771,0.0009452834804097,29.280000686645508,23406135.43548584
RVMD,Erratic/Manipulated,136,0.1732605665898807,0.1192363169153502,61.76470588235294,0.386516391387696,-0.1712296119296666,-0.2641956501545748,0.0181803398100577,0.2823759899646325,1.2976576762764582,0.6337838022342105,0.2404986444631871,0.0173406159509805,162.99000549316406,27577550.0
ANF,Mixed,123,0.1707371451174179,0.0100174783837946,51.21951219512195,0.4552395367117611,-0.1279903660566424,0.2358062693503047,0.5285929832545555,0.2927867139042508,1.316333361081223,0.6024062103489147,0.2691378791504215,-0.0267382471128279,87.23999786376953,80569178.7864685
MLI,Mixed,154,0.1409698308566101,0.1431538748720863,64.93506493506493,0.2615611751088911,-0.0823474733142807,-0.1028845177279917,0.3638535026753837,0.4667380204033755,1.0761365786616626,0.3284378914186845,0.2363302920090421,-0.0048965273521396,137.38999938964844,26003041.040039062
RIOT,Erratic/Manipulated,131,0.11123350381405,0.0158546265723901,51.14503816793893,0.4265810263447107,-0.2188959338352354,0.0047069790777198,0.2316144546087681,0.2269074755310482,2.8748384130936047,1.0788996087114238,0.2450131950976836,0.0001839550006739,28.100000381469727,234942050.0
AA,Erratic/Manipulated,143,0.10319547049389,0.0067132836818798,51.048951048951054,0.3294953832744431,-0.1328030099772582,0.0700789379935431,0.2668964615140918,0.1968175235205487,1.5997153875508543,0.5721051867382879,0.2245030756773502,-0.0064812711792825,59.369998931884766,209158028.6222458
CELH,Erratic/Manipulated,119,0.1030191227823961,0.0215763073997462,51.26050420168067,0.3617208202637417,-0.1690636969824674,-0.033753298298444,0.1727191311135962,0.2064724294120403,1.5301167614075082,0.702108464373231,0.2541741544579733,0.0135703075082014,30.799999237060547,146014441.94755554
AVGO,Mixed,127,0.1005537153129641,0.028698036835235,52.75590551181102,0.2802440685846298,-0.1001005125070626,-0.2555493905179948,0.2649787638218837,0.5205281543398785,1.579971478002561,0.4158590307214444,0.215959769066956,-0.0182661965469521,411.3500061035156,1820695417.705536
GOOGL,Mixed,126,0.098217415954711,0.0119622540693857,52.38095238095239,0.2536016140204524,-0.0727052019176043,-0.1561466437334489,0.1378075202209077,0.2939541639543566,1.250355010380275,0.3086868037880343,0.241435218197282,-0.0068462256053348,368.0299987792969,3984740952.1484375
LRCX,Choppy/Mean-revert,140,0.0979925904926396,0.0079850725036615,53.57142857142857,0.2750572683750222,-0.1063128070639555,-0.2251053005874053,0.2406338127414626,0.4657391133288679,1.8880609834253153,0.4633811692660781,0.228086844016076,-0.0532434573620132,389.0400085449219,790448006.3323975
GOOG,Mixed,122,0.0979704630977881,0.0076655481820049,51.63934426229508,0.2587377306296178,-0.0736962801989113,-0.1464174897017334,0.1465172235592295,0.292934713260963,1.24809905881057,0.3071532864316867,0.2444953502854756,-0.0057328911674566,367.4599914550781,3063838146.8292236
FTI,Clean Trender,133,0.0965980250901493,0.0198643615036785,57.89473684210527,0.2420811361288677,-0.1034412525880883,-0.1074611082908933,0.4136465489391363,0.5211076572300297,1.0442296570639276,0.472726771234721,0.239555264629183,0.0061441270884357,65.16999816894531,81911813.1896019
MPC,Mixed,132,0.0880568176107916,0.0239650891048266,58.333333333333336,0.2099530637376634,-0.0825979269668288,-0.0517925942739618,0.3307799617817704,0.3825725560557322,0.8165975304338671,0.3569657460829163,0.2543429086790523,-0.0404030196389686,242.91000366210935,390530175.0
SLG,Erratic/Manipulated,130,0.0858981988423049,0.0117790571503524,52.307692307692314,0.2519086229133898,-0.0961777501388849,0.1428603259111738,0.1060845560793661,-0.0367757698318076,1.2542134142405854,0.460491838007477,0.2197547939534968,-0.0206004891541184,50.560001373291016,54684672.65625
LLY,Mixed,113,0.0825080495591515,0.0576109548823763,63.716814159292035,0.1856820952974082,-0.0986756405177868,-0.1389515367561875,0.2984900258332474,0.437441562589435,0.5840064204496092,0.3266534306223706,0.265608094522448,-0.0023763770221029,1098.5699462890625,1300689823.1781006
AAON,Erratic/Manipulated,128,0.0813848112408203,0.0479768881708223,59.375,0.2020187644656186,-0.0949263511646542,-0.0714464161060217,0.1676658492567249,0.2391122653627466,1.116431003767666,0.4318462621478337,0.2573716154597164,0.0433836993755489,136.72000122070312,23177799.377441406
AVAV,Clean Trender,121,0.0778839427964293,0.0865586538360513,60.33057851239669,0.2113944793454214,-0.1251633315384959,-0.0307382561247049,0.102524025440267,0.133262281564972,1.1166721409689744,0.5547986095266797,0.2732224629653574,0.0175608022106091,169.61000061035156,27971229.537963867
TSM,Mixed,131,0.0758604855249627,0.0092354962055819,51.14503816793893,0.2247513824107755,-0.0800096721523725,-0.1638545260283788,0.1457220119663118,0.3095765379946906,1.37367916831692,0.3814069428272914,0.232250457636235,-0.0761834729566873,462.1199951171875,1340591594.8242188
ALKS,Mixed,135,0.0756299329477482,0.0175856965684516,59.25925925925925,0.1802667597128705,-0.0765690878015206,0.0119410852936781,0.1637370157330377,0.1517959304393596,0.6252120117718253,0.3743207795881052,0.2270801833253487,-0.0265275115478605,44.9900016784668,39239356.7325592
CART,Choppy/Mean-revert,53,0.0754404145393946,0.0546871666264255,73.58490566037736,0.1252664748445752,-0.0633607534536085,-0.0300123444502895,0.0561130325522045,0.0861253770024941,0.7829109670776161,0.4563312867230782,0.2143674736928132,-0.0815805804788979,44.54999923706055,144515336.1644745
WELL,Choppy/Mean-revert,146,0.0741581226675573,0.0648295374288298,69.17808219178082,0.1375857947376763,-0.0682017635342651,-0.0119856342755353,0.2184182910361367,0.2304039253116721,0.604100532317866,0.2681256493100269,0.227348998012742,-0.0341849313763387,206.6499938964844,208012687.01934817
CW,Quiet Drifter,130,0.0682223496825558,0.0281254305075683,58.46153846153847,0.1683612226501912,-0.0727138419015237,-0.1796027438412288,0.2378093458110921,0.417412089652321,0.961100528006897,0.292261540655474,0.2224620088419223,-0.0064874282243492,771.9299926757812,36545699.0814209
VLO,Mixed,127,0.067105732592472,0.010242397410822,53.54330708661418,0.1962124808222575,-0.0816952653672807,-0.0733150114998903,0.2260901722957322,0.2994051837956226,0.7690082281578293,0.407523371330617,0.2393189193227316,-0.0233271783753407,236.3000030517578,393108594.77386475
DECK,Mixed,133,0.0667655108311645,0.0611116227804647,62.40601503759399,0.1672411770833838,-0.1000240951475193,-0.105308715330878,0.0728860443848034,0.1781947597156814,1.26120602292198,0.4290452928481988,0.2491100038928887,-0.0555776236980373,109.11000061035156,180164256.00585935
CLH,Choppy/Mean-revert,142,0.0609602822235726,0.0441836021068107,59.154929577464785,0.1494119635525171,-0.067142152804554,-0.0988056990387651,0.1846643619867458,0.283470061025511,0.925932842453698,0.2942302457381395,0.2252205092230502,-0.0361845496198072,288.6000061035156,47909355.62133789
CRS,Mixed,128,0.0586374488333104,0.035898829681908,53.125,0.2238919550177968,-0.1286509915091074,-0.3016868291588734,0.4629177811891563,0.7646046103480297,1.4344176741069004,0.4871404279637971,0.2304917732985136,-0.0197632692690718,586.469970703125,22118800.830841064
AMG,Mixed,142,0.0585913831430935,0.0192938737925112,52.816901408450704,0.1845271952395053,-0.0823815408454271,-0.1263337486180706,0.1573501478576764,0.2836838964757471,1.2147153523289402,0.332768734422191,0.2335958317294217,0.0084659502583931,352.8999938964844,35556918.365478516
GS,Clean Trender,116,0.0584201508702793,0.0202764533064101,54.310344827586206,0.1732221133698336,-0.0780425592707002,-0.1296559130071908,0.186873363354507,0.3165292763616978,1.1179405196574557,0.2833408455479042,0.2513609271240271,0.0169705677297901,1096.56005859375,909410039.0075684
WMT,Clean Trender,125,0.0582892025453247,0.0058813649712737,52.8,0.144083445786588,-0.0376840187076139,-0.0427420575522372,0.1317651472503418,0.174507204802579,0.4388813792640298,0.215085832875798,0.2492446919016831,0.0321521639512166,117.18000030517578,1089789432.764053
F,Mixed,135,0.0577344300230051,0.0063998397333534,50.37037037037037,0.1971508077600446,-0.0837627891727962,0.0631413314128113,0.1445612261719979,0.0814198947591866,1.199431720293909,0.3958849114193896,0.2377631887689032,0.009597571426816,14.0600004196167,724567250.9296417
FDX,Mixed,121,0.0562284097151358,0.0256555789065563,57.85123966942148,0.1532337081867833,-0.0769161175988901,-0.1001750154684191,-0.0389244569670081,0.0612505585014109,0.9740066911762908,0.3291837338466001,0.2658927774281137,-0.0116820431548085,326.20001220703125,460411223.7042389
COST,Clean Trender,128,0.0547204325748186,0.0214847813881396,57.03125,0.135489305043927,-0.0524818890659978,0.0008085578202552,0.1891681773822706,0.1883596195620154,0.6905952901712402,0.2206096371375434,0.2646133942499403,0.0217096519672611,951.4500122070312,1209405487.109375
HCA,Quiet Drifter,108,0.0527870680551615,0.0276296474176559,61.111111111111114,0.1322644376986445,-0.0721059413845973,-0.0593982525527576,0.1182908796365893,0.177689132189347,0.7089528065249314,0.3041250562713152,0.2652207722698495,-0.0091657942843873,375.1700134277344,339375257.6538086
ROST,Mixed,138,0.0526442459443768,7.072018442988524e-05,50.0,0.1797356225750546,-0.0744471306863008,-0.0764564654854327,0.0659179369162428,0.1423744024016755,0.955818926813446,0.3099092391784709,0.2362363548438674,-0.0581598850566787,232.8000030517578,266323977.02789307
LNG,Mixed,133,0.0500732662879332,0.0420883528432064,56.390977443609025,0.1501425764679529,-0.079326703772437,-0.1652845726189169,0.1068472933718072,0.2721318659907241,0.5404841548653395,0.3050545831685111,0.2029637503811369,-0.0183355098801904,227.02999877929688,260499835.12878415
ABBV,Clean Trender,123,0.0497844544007902,0.0226040184064409,57.72357723577236,0.1361651056797234,-0.0681583579223684,-0.0021325918541419,0.1403853046555447,0.1425178965096867,0.3651081847537859,0.2302922891140391,0.2523964737045708,0.0311573778703529,216.4900054931641,841825712.4252319
BKR,Mixed,130,0.0490141472333237,0.0381033074035496,54.61538461538461,0.1627725272066068,-0.0878815303616441,-0.0226830508139417,0.1999267332401717,0.2226097840541134,0.8855559452758829,0.3653311310636889,0.2377902369693201,0.0188353740426828,58.40999984741211,225640450.1548767
CACI,Clean Trender,124,0.047626954112428,0.0267917652337266,53.2258064516129,0.1532740203782321,-0.072592121293487,-0.0279994045615061,0.1002270021492217,0.1282264067107279,0.4965500738565256,0.2674000378408441,0.253997262635027,0.028913936368248,466.4200134277344,47578871.80786133
ETN,Quiet Drifter,123,0.0473769142193238,0.0155570875579432,56.09756097560976,0.1540903226816509,-0.0889791077047608,-0.1376425418063966,0.1264539659950752,0.2640965078014718,1.139465562148574,0.2944080515401347,0.2426643619505408,-0.0595671152273934,421.7699890136719,372304027.3162842
CTAS,Choppy/Mean-revert,148,0.0468479283671552,0.0362111074860299,64.86486486486487,0.1004086691582854,-0.052033439247239,-0.0292585166415622,0.0942073484964662,0.1234658651380284,0.869822462690832,0.2344087695146668,0.2234003541403326,-0.0430298159995696,170.85000610351562,199188587.56256104
